hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.FrontOfHouse.TableOrder	ItemAdded	?	Draft{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; Submitted{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; InPreparation{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; ReadyToServe{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; BillPresentedState{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; PaymentComplete{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; Closed{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?}	restaurant/TableOrder.riddl	612		tableOrderId:type TableOrderId, addedItem:type OrderLine	do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.FrontOfHouse.TableOrder	ItemRemoved	?	Draft{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; Submitted{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; InPreparation{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; ReadyToServe{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; BillPresentedState{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; PaymentComplete{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?} ; Closed{tableOrderId:TableOrderId, tableNumber:TableNumber, serverId:String(1,50), orderItems:OrderLine++, presentedBillTotal:Decimal(10,2)?, processedPayment:PaymentInfo?, createdAt:TimeStamp, actualSubmittedAt:TimeStamp?, readyAt:TimeStamp?, actualClosedAt:TimeStamp?, drinkOrderRoutedAt:TimeStamp?, pointsAccrualRoutedAt:TimeStamp?, ticketRoutedAt:TimeStamp?}	restaurant/TableOrder.riddl	620		tableOrderId:type TableOrderId, removedMenuItemId:String(1,50)	do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.OnlineOrdering.OnlineOrder	ItemAddedToCart	?	Browsing{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; FulfillmentChosen{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Submitted{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Paid{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; InPreparation{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; ReadyForPickup{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; OutForDelivery{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Completed{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Cancelled{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?}	restaurant/OnlineOrder.riddl	714		onlineOrderId:type OnlineOrderId, cartItem:type CartItem	do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.OnlineOrdering.OnlineOrder	ItemRemovedFromCart	?	Browsing{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; FulfillmentChosen{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Submitted{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Paid{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; InPreparation{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; ReadyForPickup{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; OutForDelivery{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Completed{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?} ; Cancelled{onlineOrderId:OnlineOrderId, customerId:CustomerId, orderCartItems:CartItem++, selectedFulfillment:FulfillmentType?, selectedDeliveryAddress:DeliveryAddress?, processedOnlinePayment:OnlinePaymentInfo?, createdAt:TimeStamp, actualOnlineSubmittedAt:TimeStamp?, completedAt:TimeStamp?, cancelledAt:TimeStamp?, cancellationReason:String(1,500)?, onlinePointsAccrualRoutedAt:TimeStamp?, onlineTicketRoutedAt:TimeStamp?}	restaurant/OnlineOrder.riddl	722		onlineOrderId:type OnlineOrderId, removedCartItemId:String(1,50)	do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.Loyalty.LoyaltyAccount	PointsAccrued	?	Active{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?} ; Suspended{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?} ; Closed{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?}	restaurant/LoyaltyAccount.riddl	511		loyaltyAccountId:type LoyaltyAccountId, accrualPoints:Natural, accrualReason:String(1,200), newBalance:Natural, accruedAt:TimeStamp	set field LoyaltyAccount.Active.pointBalance to prompt("") | set field LoyaltyAccount.Active.lifetimePoints to prompt("") | do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Restaurant.Loyalty.LoyaltyAccount	PointsRedeemed	?	Active{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?} ; Suspended{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?} ; Closed{loyaltyAccountId:LoyaltyAccountId, loyaltyCustomerId:LoyaltyCustomerId, customerDisplayName:String(1,100), customerEmail:String(5,254), pointBalance:Natural, lifetimePoints:Natural, recentTransactions:PointTransaction++, enrolledAt:TimeStamp, closedAt:TimeStamp?}	restaurant/LoyaltyAccount.riddl	531		loyaltyAccountId:type LoyaltyAccountId, redemptionPoints:Natural, redemptionReason:String(1,200), remainingBalance:Natural, redeemedAt:TimeStamp	set field LoyaltyAccount.Active.pointBalance to prompt("") | do ""
hospitality/food-service/reactive-bbq	ReactiveBBQ.Corporate.MenuManagement.MenuRelease	ItemAddedToRelease	?	ActiveRelease{menuReleaseId:MenuReleaseId, releaseName:String(1,200), releaseDescription:String(1,1000), effectiveDate:Date, menuReleaseStatus:MenuReleaseStatus, releaseItems:MenuItemId++, releaseCreatedAt:TimeStamp, actualPublishedAt:TimeStamp?, finalizedAt:TimeStamp?, rollbackReason:String(1,500)?, rolledBackAt:TimeStamp?, menuDistributedAt:TimeStamp?, printJobId:String(1,50)?, printRecordedAt:TimeStamp?}	corporate/MenuRelease.riddl	506		menuReleaseId:type MenuReleaseId, releaseMenuItemId:type MenuItemId, releaseAction:String(1,50)	set field MenuRelease.ActiveRelease.releaseItems to prompt("")
marketing/campaigns/campaign-management	CampaignManagement.CampaignContext.Campaign	ChannelBudgetAllocated	?	DraftState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ScheduledState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ActiveState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; PausedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; CompletedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ArchivedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**}	Campaign.riddl	475		campaignId:type CampaignId, allocation:type ChannelAllocation, allocatedAt:TimeStamp	set field Campaign.DraftState.channelAllocations to prompt("")
marketing/campaigns/campaign-management	CampaignManagement.CampaignContext.Campaign	TargetAudienceAdded	?	DraftState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ScheduledState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ActiveState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; PausedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; CompletedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ArchivedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**}	Campaign.riddl	478		campaignId:type CampaignId, audience:type AudienceTarget, addedAt:TimeStamp	set field Campaign.DraftState.targetAudiences to prompt("")
marketing/campaigns/campaign-management	CampaignManagement.CampaignContext.Campaign	TargetAudienceRemoved	?	DraftState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ScheduledState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ActiveState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; PausedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; CompletedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**} ; ArchivedState{info:CampaignInfo, channelAllocations:ChannelAllocation**, targetAudiences:AudienceTarget**, aggregateMetrics:PerformanceMetrics, channelMetrics:ChannelPerformance**, budgetAlerts:BudgetAlert**}	Campaign.riddl	481		campaignId:type CampaignId, audienceId:type AudienceId, removedAt:TimeStamp	set field Campaign.DraftState.targetAudiences to prompt("")
